,en,vn,word_type,word_type_vn
496,auxotonic,căng do sinh trưởng,a,tính từ
497,auxotox,gây độc (nhóm),n,danh từ
498,auxotroph,"sinh vật khuyết dưỡng, sinh vật đặc dưỡng ",n,danh từ
499,auxotrophic,"dinh dưỡng thụ động, khuyết dưỡng",a,tính từ
500,avalvular,không có van,a,tính từ
501,avascular,vô mạch,a,tính từ
502,avascularization,vô mạch hóa (sự),n,danh từ
503,Avena,yến mạch (cây),n,danh từ
504,avenin,avenin,n,danh từ
505,avenolith,sỏi ruột yến mạch (sỏi ruột bao quanh hạt yến mạch),n,danh từ
506,averaging,"ước lượng trung bình, ước lượng bình quân ",n,danh từ
507,avermectin,avermectin,n,danh từ
508,aversion,"ghê tởm, chán ngấy",n,danh từ
509,aversive,gây chán ngấy,a,tính từ
510,avian,chim th),a,tính từ
511,avidin,avidin,n,danh từ
512,avidity,"háu (sự), ái lực",n,danh từ
513,avifauna,khu hệ chim,n,danh từ
514,avipoxvirus,virut đậu chim,n,danh từ
515,avivement,xén bờ (sự),n,danh từ
516,avogram,"avogram (10-24 g), picopicogram (ppg)",n,danh từ
517,avoidance,"tránh né (sự), tránh đụng độ (sự)",n,danh từ
518,avoidant,tránh né,a,tính từ
519,avoirdupois,avoirdupois (hệ thống cân lường Anh Mỹ),n,danh từ
520,avulsion,"nhổ, dựt (sự)",n,danh từ
521,axenic,không có ngoại vật,a,tính từ
522,axial,trục (th),a,tính từ
523,axiation,tạo trục. trục hóa (sự),n,danh từ
524,axifugal,ly trục,a,tính từ
525,axilla,"hố nách, nách",n,danh từ
526,axillary,nách (th),a,tính từ
527,axillobifemoral,động mạch nách-(động mạch)hai đùi (th),a,tính từ
528,axillofemoral,động mạch nách-(động mạch) đùi (th),a,tính từ
529,axillopopliteal,động mạch nách-(động mạch) kheo (th),a,tính từ
530,axio-,trục,pref.),tiền tố
531,axiobuccal,trục-má (thành) (th),a,tính từ
532,axiobuccocervical,trục-má-cổ(thành) (th),a,tính từ
533,axiobuccogingival,trục-má-lợi (th),a,tính từ
534,axiobuccolingual,trục-mặt má-mặt lưỡi (th),a,tính từ
535,axiocervical,trục-cổ(thành) (th),a,tính từ
536,axiodistal,trục-xa(thành) (th),a,tính từ
537,axiodistocervical,trục-xa-cổ(thành) (th),a,tính từ
538,axiodistogingival,trục-xa-lợi(thành) (th),a,tính từ
539,axiodistoincisal,trục-xa-răng cửa (th),a,tính từ
540,axiodisto-occlusal,trục-xa-khớp cắn (th),a,tính từ
541,axiogingival,trục-lợi(thành) (th),a,tính từ
542,axioincisal,trục-răng cửa (thành) (th),a,tính từ
543,axiolabial,trục-môi(thành) (th),a,tính từ
544,axiolabiogingival,trục-môi-lợi(thành) (th),a,tính từ
545,axiolabiolingual,trục-mặt môi-mặt lưỡi (th),a,tính từ
546,axiolingual,trục-lưỡi(thành) (th),a,tính từ
547,axiolinguocervical,trục-lưỡi-cổ(thành) (th),a,tính từ
548,axiolinguogingival,trục-lưỡi-lợi(thành) (th),a,tính từ
549,axiolinguo-occlusal,trục-lưỡi-khớp cắn(thành) (th),a,tính từ
550,axiomesial,trục-gần(thành) (th),a,tính từ
551,axiomesiocervical,trục-gần-cổ (thành) (th),a,tính từ
552,axiomesiodistal,trục-mặt gần-mặt xa (th),a,tính từ
553,axiomesiogingival,trục-gần-lợi(thành) (th),a,tính từ
554,axiomesioincisal,trục-gần-răng cửa(th),a,tính từ
555,axiomesio-occlusal,trục-gần-khớp cắn(thành) (th),a,tính từ
556,axio-occlusal,trục-khớp cắn(thành) (th),a,tính từ
557,axiopulpal,trục-tủy(thành) (th),a,tính từ
558,axipetal,"hướng trục, hướng tâm",a,tính từ
559,axoaxonic,trục-trục (th),a,tính từ
560,axodendritic,trục-sợi nhánh (th),a,tính từ
561,axofugal,ly trục,a,tính từ
562,axograph,trục đồ ký,n,danh từ
563,axolemma,màng bọc sợi trục,n,danh từ
564,axolotl,axolotl (ấu trùng),n,danh từ
565,axolysis,"tiêu hủy trục thần kinh (sự), phân giải trục thần kinh (sự)",n,danh từ
566,axometer,trụ-trục kế,n,danh từ
567,axonapraxia,liệt thần kinh chức năng,n,danh từ
568,axoneme,"sợi nhiễm sắc, sợi trục",n,danh từ
569,axonopathy,bệnh sợi trục,n,danh từ
570,axonotmesis,đứt sợi trục thần kinh (sự),n,danh từ
571,axophage,thực trục bào,a,tính từ
572,axopodium,roi trục; chân giả sợi trục,n,danh từ
573,axosomatic,trục-thân (th),a,tính từ
574,axostyle,trụ cốt,n,danh từ
575,axotomy,mở sợi trục (thth),n,danh từ
576,axungia,mỡ lợn,n,danh từ
577,ayapana,cỏ lào (cây),n,danh từ
578,azeotropic,đẳng phí,a,tính từ
579,azeotropy,đẳng phí (tính),n,danh từ
580,azoamyly,mất glycogen,n,danh từ
581,azopigment,sắc tố azo,n,danh từ
582,azoprotein,azoprotein,n,danh từ
583,azote,"nitơ, đạm",n,danh từ
584,azotometer,nitơ kế,n,danh từ
585,azotorrhea,tăng bài tiết nitơ,n,danh từ
586,azure,xanh lam,n,danh từ
587,azurophil,ưa lam (tế bào),n,danh từ
588,azygoesophageal,tĩnh mạch đơn-thực quản (th),a,tính từ
589,azygogram,chụp tĩnh mạch đơn (phim),n,danh từ
590,azygography,chụp tĩnh mạch đơn (thuật),n,danh từ
591,azygomediastinal,tĩnh mạch đơn-trung thất (th),a,tính từ
592,azygos,đơn,a,tính từ
593,azygous,"đơn, không  thành đôi",a,tính từ
594,anaphylactin,kháng phản vệ (sự),n,danh từ
595,anaphylactogenesis,sinh phản vệ,n,danh từ
596,anaphylactogenic,gây phản vệ,a,tính từ
597,anaphylactoid,dạng phản vệ,a,tính từ
598,anaphylatoxin,độc tố phản vệ,n,danh từ
599,anaphylaxis,phản vệ (sự),n,danh từ
600,anaplasia,"không biệt hóa, thoái biến (sự)",n,danh từ
601,Anaplasma,"Anaplasma , biên trùng",n,danh từ
602,anaplasmosis,"bệnh do Anaplasma, bệnh biên trùng",n,danh từ
603,anaplasty,phẫu thuật tạo hình,n,danh từ
604,anapnotherapy,liệu pháp thở khí (như  trong hồi sức),n,danh từ
605,anapophysis,mõm đốt sống phụ,n,danh từ
606,anaptic,mất cảm ứng xúc giác (th),a,tính từ
607,anaraxia,khớp cắn lệch,n,danh từ
608,anarithmia,mất khả năng đếm,n,danh từ
609,anarrhexis,phục hồi xương gãy (thth),n,danh từ
610,anarthria,"mất vận ngôn, nói cà lăm, nói ấp úng",n,danh từ
611,anascitic,không có cổ trướng,a,tính từ
612,anaspadias,lỗ niệu đạo mở trên (tật),n,danh từ
613,anastalsis,nhu động  ngược chiều,n,danh từ
614,anastaltic,làm săn da (thuốc),"a,n",tính từ
615,anastigmatic,không loạn thị,a,tính từ
616,anastole,co rút (sự) ( ở mép vết thương),n,danh từ
617,anastomose,nối,v,động từ
618,anastral,không có thể sao,a,tính từ
619,anatomicomedical,giải phẫu học y học (th),a,tính từ
620,anatomicopathological,giải phẫu bệnh lý học (th),a,tính từ
621,anatomicophysiological,giải phẫu sinh lý học (th),a,tính từ
622,anatomicosurgical,giải phẫu học-ngoại khoa (th),a,tính từ
623,anatomist,giải phẩu học (nhà),n,danh từ
624,anatomy,giải phẩu học,n,danh từ
625,anatoxireaction,phản ứng  giải độc tố,n,danh từ
626,anatrophic,"phòng teo, phòng teo (thuốc)",a.n,tính từ
627,anavenin,nọc đã giải độc,n,danh từ
628,anazoturia,giảm nitơ-niệu (sự),n,danh từ
629,anchor,cố định,v,động từ
630,anchorage,1.cố định (sự); 2. mắc giữ (sự) (RHM),n,danh từ
631,ancillary,"phụ thuộc, phụ trợ",a,tính từ
632,ancipital,hai đầu (có),a,tính từ
633,ancistroid,hình móc,a,tính từ
634,anconad,hướng khuỷu tay,a,tính từ
635,anconagra,gút khuỷu tay (bh),n,danh từ
636,anconitis,viêm khớp khuỷu,n,danh từ
637,anconoid,dạng khuỷu,a,tính từ
638,ancrod,ancrod  (lấy từ rắn vipe để chống đông máu),n,danh từ
639,Ancylostoma,"giun móc, Ankylostoma",n,danh từ
640,ancylostomatic,giun móc (do),a,tính từ
641,ancylostome,giun móc,n,danh từ
642,ancylostomiasis,giun móc (bệnh ),n,danh từ
643,ancyroid,"hình neo, hình móc",a,tính từ
644,andro-,"nam(th), đực, trống",pref.),tiền tố
645,androblastoma,u nguyên bào nam tính,n,danh từ
646,androcyte,tiền tinh tử,n,danh từ
647,androecium,nhị đực,n,danh từ
648,androgalactozemia,đàn ông tiết sữa,n,danh từ
649,androgamone,kích tố giao tử đực. hùng phối tố,n,danh từ
650,androgenesis,"trinh sinh đực, sinh sản đơn tính đực",n,danh từ
651,androgenicity,nam tính hóa (khả năng),n,danh từ
652,androgenization,nam tính hóa (sự),n,danh từ
653,androgenized,"nam tính hóa, hùng tính hóa ",a,tính từ
654,androgenous,sinh con đực (th),a,tính từ
655,androgone,tế bào sinh tinh trùng,n,danh từ
656,androgyne,lưỡng tính giả cái  (người),n,danh từ
657,androgynism,lưỡng tính giả cái (hiện tượng),n,danh từ
658,androgynoid,1.lưỡng tính giả (người)  lưỡng tính giả cái (th),n.a,tính từ
659,androgynous,lưỡng tính giả cái (th),a,tính từ
660,androgynus,lưỡng tính giả cái(người),n,danh từ
661,andrology,"khoa nam, bệnh học sinh dục nam ",n,danh từ
662,andromerogony,sinh sản phần tính đực (sự),n,danh từ
663,andromimetic,dạng nam tính,a,tính từ
664,andromorphous,hình thái nam tính,a,tính từ
665,andropathy,bệnh nam giới,n,danh từ
666,androphobia,sợ nam (ám),n,danh từ
667,androsome,nhiễm sắc thể đực,n,danh từ
668,androstane,androstan,n,danh từ
669,androstene,androsten,n,danh từ
670,androsterone,androsteron,n,danh từ
671,anecdotal,không có kiểm chứng,a,tính từ
672,anecdysis,"không thay vỏ (thời kỳ), không lột xác (thời kỳ ) (chỉ động vật tiết túc)",n,danh từ
673,anechoic,không có tiếng vọng,a,tính từ
674,anectasis,xẹp phổi bẩm sinh,n,danh từ
675,anemone,cỏ chân ngỗng,n,danh từ
676,anemonin,anemonin (hoạt chất của Anemone pulsatilla),n,danh từ
677,anemonism,ngộ độc cỏ chân ngỗng,n,danh từ
678,anemophobia,sợ gió (ám),n,danh từ
679,anencephalus,không não ( quái thai),n,danh từ
680,anenterous,không có ruột,a,tính từ
681,anephric,không có thận,a,tính từ
682,anephrogenesis,không có thận (quái tượng),n,danh từ
683,anepiploic,không có mạc nối,a,tính từ
684,anepithymia,không muốn  ăn,n,danh từ
685,aneroid,không có dịch,a,tính từ
686,anerythroblepsia,"mù màu đỏ, loạn sắc thị màu đỏ",n,danh từ
687,anerythropoiesis,không sinh đủ hồng tế bào,n,danh từ
688,anerythroregenerative,không tái sinh hồng tế bào,a,tính từ
689,anesthecinesia. anesthekinesia,mất cảm giác và năng lực vận động,n,danh từ
690,anesthesia,"gây vô cảm, gây mê",n,danh từ
691,anesthesiologist,gây mê học (nhà),n,danh từ
692,anesthesiology,gây mê học,n,danh từ
693,anesthesiophore,gốc phân tử gây mê,n,danh từ
694,anesthetic,gây tê (th) ; thuốc gây tê,"a,n",tính từ
695,anesthetist,gây mê (thầy),n,danh từ
696,anesthetization,"gây mê (phép), gây vô cảm (phép)",n,danh từ
697,anesthetize,gây mê,v,động từ
698,Anethum,thì là (cây),n,danh từ
699,anetic,an định,a,tính từ
700,anetiological,phi bệnh nguyên học,a,tính từ
701,anetoderma,đốm teo bì (bh),n,danh từ
702,aneugamy,lệch giao (sự),n,danh từ
703,aneuploid,"lệch bội lẻ (thể), phi chỉnh bội  (thể)",n,danh từ
704,aneuploidy,"lệch bội lẻ (hiện tượng), phi chỉnh bội (tính)",n,danh từ
705,aneurogenic,không có sợi thần kinh,a,tính từ
706,aneurysmectomy,cắt bỏ phình mạch (thth),n,danh từ
707,aneurysmoplasty,tạo hình phình mạch (thth),n,danh từ
708,aneurysmorrhaphy,khâu phình mạch (thth),n,danh từ
709,aneurysmotomy,mở phình mạch (thth),n,danh từ
710,anfractuous,"khúc khuỷu, lõm",a,tính từ
711,angeitis,viêm mạch,n,danh từ
712,angelica,bạch chỉ (cây),n,danh từ
713,angialgia,"đau mạch, đau huyết quản",n,danh từ
714,angiasthenia,mất trương lực mạch,n,danh từ
715,angiectomy,cắt bỏ mạch (thth),n,danh từ
716,angiectopia,lạc vị mạch,n,danh từ
717,angiemphraxis,tắc mạch (sự),n,danh từ
718,angiitis,viêm mạch,n,danh từ
719,anginophobia,sợ bóp cổ (ám),n,danh từ
720,angioaccess,lỗ vào huyết quản,n,danh từ
721,angioataxia,áp lực động mạch bất thường,n,danh từ
722,angioblastoma,u nguyên bào mạch,n,danh từ
723,angiocardiogram,chụp tim mạch (phim),n,danh từ
724,angiocardiography,chụp tim mạch (thuật),n,danh từ
725,angiocardiokinetic,kích vận tim mạch,"a,n",tính từ
726,angiocardiopathy,bệnh tim mạch,n,danh từ
727,angiocarditis,viêm tim mạch,n,danh từ
728,angiocentric,từ huyết quản,a,tính từ
729,angiocheiloscope,soi môi-mạch (dụng cụ),n,danh từ
730,angiocholecystitis,viêm ống mật-túi mật,n,danh từ
731,angiocholitis,viêm ống mật,n,danh từ
732,angiochondroma,u sụn mạch,n,danh từ
733,angiocrine,loạn vận mạch nội tiết (th),a,tính từ
734,angiocrinosis,loạn vận mạch nội tiết (ch),n,danh từ
735,angiocyst,u nang nguyên bào mạch,n,danh từ
736,angioderm,phôi bì mạch,n,danh từ
737,angiodermatitis,viêm mạch bì,n,danh từ
738,angiodiascopy,soi thấu mạch (thuật),n,danh từ
739,angiodysplasia,loạn sản mạch,n,danh từ
740,angioectatic,giãn mạch (th),a,tính từ
741,angioelephantiasis,phù voi mạch (bh),n,danh từ
742,angioendothelioma,u mạch nội mô,n,danh từ
743,angioendotheliomatosis,u mạch nội mô (bh),n,danh từ
744,angiofibroma,u xơ mạch,n,danh từ
745,angiofollicular,mạch-nang (th),a,tính từ
746,angiogenesis,phát sinh mạch (sự),n,danh từ
747,angiogenic,1.phát sinh mạch ; 2. do mạch,n,danh từ
748,angioglioma,u thần kinh đệm mạch,n,danh từ
749,angiogranuloma,u hạt mạch,n,danh từ
750,angiography,chụp mạch (thuật),n,danh từ
751,angiohemophilia,"hữu huyết mao mạch (bh), ưa chảy máu mao mạch (bh)",n,danh từ
752,angiohyalinosis,thoái hoá trong suốt mạch,n,danh từ
753,angioid,dạng mạch,a,tính từ
754,angioinvasive,xâm nhập thành mạch,a,tính từ
755,angiokeratoma,"u mạch sừng hóa, hột cơm giãn mạch",n,danh từ
756,angioleiomyoma,u mạch cơ trơn,n,danh từ
757,angiolipoleiomyoma,u mạch cơ mỡ,n,danh từ
758,angiolipoma,u mạch mỡ,n,danh từ
759,angiolith,sỏi mạch,n,danh từ
760,angiologia,tim mạch học,n,danh từ
761,angiology,mạch học,n,danh từ
762,angiolupoid,u mạch dạng luput,a,tính từ
763,angiolymphangioma,u mạch-bạch mạch,n,danh từ
764,angiolymphitis,viêm mạch bạch huyết,n,danh từ
765,angiolymphoma,u mạch bạch huyết,n,danh từ
766,angiolysis,thoái hóa mạch (sự),n,danh từ
767,angioma,u mạch,n,danh từ
768,angiomalacia,nhuyễn mạch (ch),n,danh từ
769,angiomatosis,bệnh u mạch,n,danh từ
770,angiomatous,u mạch (th),a,tính từ
771,angiomegaly,phì đại mạch (đặc biệt ở mí mắt),n,danh từ
772,angiomyolipoma,u mạch cơ mỡ,n,danh từ
773,angiomyoma,u mạch cơ,n,danh từ
774,angiomyopathy,bệnh mạch cơ,n,danh từ
775,angiomyosarcoma,sacom mạch,n,danh từ
776,angiomyxoma,u mạch niêm,n,danh từ
777,angionecrosis,hoại thư mạch,n,danh từ
778,angionephrography,chụp mạch thận,n,danh từ
779,angioneuralgia,đau thần kinh-mạch,n,danh từ
780,angioneurectomy,cắt bỏ mạch thần kinh (thth),n,danh từ
781,angioneurosis,bệnh thần kinh mạch,n,danh từ
782,angioneurotic,bệnh thần kinh mạch (th),a,tính từ
783,angioneurotomy,cắt thần kinh-mạch (thth),n,danh từ
784,angionoma,loét mạch,n,danh từ
785,angiopancreatitis,viêm mạch tuyến tụy (ch),n,danh từ
786,angioparalysis,liệt mạch,n,danh từ
787,angioparesis,liệt nhẹ thần kinh mạch,n,danh từ
788,angiopathology,bệnh lý học mạch,n,danh từ
789,angiopathy,"bệnh mạch máu, bệnh huyết  quản",n,danh từ
790,angiophakomatosis,u nang tiểu não võng mạc (bh),n,danh từ
791,angioplasty,tạo hình mạch (thth),n,danh từ
792,angiopressure,kẹp mạch (sự),n,danh từ
793,angiopsathyrosis,mạch giòn (ch),n,danh từ
